item_id,asin,pc_1,pc_2,pc_3,pc_4,pc_5,pc_6,pc_7,pc_8,pc_9,pc_10,pc_11,pc_12,pc_13,pc_14,pc_15,pc_16,pc_17,pc_18,pc_19,pc_20,pc_21,pc_22,pc_23,pc_24,pc_25,pc_26,pc_27,pc_28,pc_29,pc_30,pc_31,pc_32,pc_33,pc_34,pc_35,pc_36,pc_37,pc_38,pc_39,pc_40,pc_41,pc_42,pc_43,pc_44,pc_45,pc_46,pc_47,pc_48,pc_49,pc_50
844,B0009V1YRS,-0.47482,-0.16861,0.14052,-0.34265,-0.16209,-0.12918,-0.14502,-0.10243,-0.11099,0.01906,-0.09965,-0.11505,0.01334,-0.01824,0.06129,0.09516,0.05327,0.04508,0.0974,-0.04886,0.00656,-0.15887,0.02578,-0.16665,-0.02591,-0.13759,0.07096,0.08131,0.01588,0.0373,0.08752,-0.07526,-0.04953,0.09346,-0.11816,0.03241,-0.07461,0.1139,-0.03872,-0.05385,0.07372,0.09211,-0.06194,0.00976,0.01105,-0.01465,0.03759,-0.04222,0.13205,-0.01011
845,B0009V1YS2,0.23661,-0.2025,-0.03502,-0.11915,-0.17279,-0.25459,-0.08183,-0.07666,-0.01179,-0.04864,-0.0736,0.03557,0.06576,-0.01981,0.01836,0.04283,0.12045,0.02953,0.10098,-0.05097,-0.04104,-0.11412,-0.04339,0.02678,-0.03459,-0.07121,0.02859,-0.01542,-0.09943,0.01066,0.06364,-0.01359,-0.0549,0.06227,-0.05126,-0.00202,0.00336,0.00958,-0.03635,0.02493,0.01443,0.01297,-0.04438,0.00618,0.0492,-0.04595,-0.03974,-0.01881,-0.01183,-0.03198
846,B0009V2S8M,0.00224,0.01352,-0.181,0.07971,0.20949,0.22413,-0.22588,-0.08793,0.08356,0.08004,-0.15272,-0.11514,0.06033,-0.06342,-0.04784,0.03407,-0.18186,-0.05769,-0.02048,-0.09283,0.03503,-0.03435,0.05279,0.02563,0.10879,-0.0242,-0.06618,-0.04286,-0.0028,-0.04511,-0.07105,0.07324,0.01545,-0.06307,-0.04575,-0.00054,0.00755,0.05466,-0.0692,-0.11109,-0.02511,0.04024,-0.01176,0.06172,-0.03948,-0.04383,0.00222,0.02961,-0.00731,-0.06228
847,B0009V8N4U,0.32296,0.04497,0.104,0.28162,-0.20969,-0.10765,0.07862,0.03153,-0.03993,-0.02153,-0.03667,-0.08651,-0.00022,0.07431,0.03634,-0.00259,0.06866,0.05422,0.08482,-0.13587,0.06626,-0.01615,-0.08963,0.01149,0.00746,-0.088,-0.04485,0.04297,0.04124,0.01494,0.02156,-0.05895,-0.01263,-0.00048,0.05571,-0.01501,0.11412,-0.05295,-0.11708,-0.05018,0.01729,-0.00902,0.0193,0.07533,0.00317,0.01073,0.02724,-0.00592,0.01477,-0.00464
848,B0009V8N5E,0.30704,0.05404,-0.08633,0.12522,-0.09849,-0.01989,0.04168,-0.00681,0.03052,-0.01329,0.02598,-0.0232,0.04035,0.10819,0.0143,0.0514,0.09769,0.07244,0.06552,-0.10802,0.04977,-0.02077,-0.08694,-0.03014,-0.00988,-0.15027,-0.12056,0.0211,0.03851,0.03128,0.03529,-0.03633,0.02366,-0.03129,-0.01017,-0.03584,0.08341,-0.07916,-0.10437,0.02353,0.02681,0.04483,-0.06131,0.05624,-0.01686,-0.00823,0.0436,0.00862,0.01371,-0.03369
849,B0009VD8YU,0.26362,0.22758,0.07865,0.10554,-0.08564,0.13959,0.01595,-0.02158,-0.06355,-0.04134,-0.05028,-0.00218,0.02608,0.12236,0.03113,-0.02739,-0.03423,-0.02747,0.09702,0.0073,-0.02643,0.01778,0.07577,0.05295,0.02348,0.02698,0.01589,-0.00952,-0.01713,-0.05085,-0.03401,-0.00507,0.06121,0.0032,-0.01459,0.01002,0.08016,0.04662,-0.00324,0.04264,0.03247,-0.04397,-0.04596,0.02766,-0.0251,0.01769,-0.00625,0.01257,0.03399,0.00239
850,B0009VDBWY,-0.50293,0.1961,0.03855,0.13122,-0.08495,0.03384,0.15626,-0.06735,0.00112,0.14226,-0.02206,-0.10525,0.06675,0.02262,-0.11168,0.03522,0.05881,0.16492,0.05958,-0.10136,0.04924,0.02172,-0.07263,0.00393,0.03429,-0.1071,-0.16883,0.06623,0.1198,0.00465,0.09881,-0.14462,0.00861,0.02401,0.09754,-0.03332,0.13727,-0.0641,-0.10433,-0.00025,0.0234,0.06352,0.0997,0.08404,-0.00244,0.0256,0.06619,-0.03041,0.03282,-0.01617
851,B0009VIJV2,0.04291,-0.20652,-0.07393,-0.1756,0.00946,0.00884,0.10022,-0.09071,0.15425,-0.05606,-0.09385,0.16732,0.09136,-0.05951,0.05697,0.1807,0.00841,-0.00597,0.01598,-0.10515,-0.06514,-0.01776,0.03535,0.03478,-0.01336,-0.01254,-0.03721,-0.0,-0.06364,0.06453,-0.02122,-0.00132,0.02554,-0.04497,0.00569,-0.00862,-0.02177,-0.01267,-0.01531,0.05077,0.06591,0.0283,-0.02698,-0.02516,-0.00478,0.0087,0.00686,0.01384,0.00731,0.05827
852,B0009VNI2C,0.02387,0.21048,0.19445,-0.06405,0.01225,0.33329,-0.12099,0.05105,0.02261,-0.05999,0.05313,-0.0132,-0.10447,-0.15273,-0.03771,-0.07508,-0.03391,0.12791,-0.0647,0.0126,-0.04024,0.01106,0.02954,-0.01534,0.03419,-0.03948,0.02671,-0.04426,-0.08838,0.06099,-0.05722,-0.14084,0.05458,-0.10416,0.00382,-0.02419,-0.05154,0.04133,-0.02693,-0.04715,-0.0234,-0.04585,-0.06987,-0.05361,-0.01633,-0.06263,-0.02523,0.02722,0.04867,0.02934
853,B0009VNI40,0.10802,0.21708,0.06189,-0.15907,0.08456,0.32336,-0.06999,-0.04248,0.10075,-0.08257,0.17331,-0.01753,0.10372,-0.04599,-0.04026,-0.13582,-0.06684,0.24487,0.07129,-0.01246,-0.03279,0.00174,-0.09262,0.001,-0.01918,0.01007,-0.01962,-0.031,-0.08314,0.00266,-0.02587,-0.00529,0.04672,-0.07777,0.03183,-0.0044,-0.10929,0.02513,-0.08876,0.00015,0.01518,0.01308,-0.0592,0.01225,-0.08248,-0.03954,0.01535,0.04065,-0.0171,-0.05796
854,B0009VQ8X8,0.2601,-0.20618,0.0328,-0.00925,-0.17214,-0.26913,-0.03909,-0.01686,-0.09111,0.02238,0.09991,-0.04067,0.00276,0.19461,0.15138,-0.06668,0.07703,0.13108,-0.10512,-0.02154,0.04507,0.05018,0.0352,0.0843,-0.04722,0.00611,-0.06153,-0.04707,-0.04827,-0.0046,0.04513,0.02152,-0.02501,0.04728,0.03529,-0.02629,0.01322,0.04338,-0.04421,-0.01806,0.10258,-0.10984,-0.01778,-0.02425,-0.01666,0.04645,-0.0147,-0.09909,0.01265,-0.01718
855,B0009WB49K,0.0804,0.15881,-0.14666,-0.18627,-0.03208,-0.06315,-0.04072,-0.04835,-0.0865,-0.04886,0.08848,-0.02764,0.08158,0.06449,-0.08488,0.02763,0.03277,0.00696,0.06321,0.01523,-0.02746,-0.01298,0.01819,0.02134,0.05129,-0.00584,9e-05,-0.02881,0.00421,-0.05248,0.00237,0.05066,0.04067,-0.01475,0.0389,-0.02487,0.0205,0.00964,-0.06693,0.03329,-0.0466,-0.02103,0.0161,-0.0586,-0.01527,0.06247,-0.02904,0.02905,0.00812,0.04288
856,B0009WY4U6,0.30047,0.22498,0.12984,0.14375,-0.16073,-0.05962,0.02634,0.02216,0.0996,-0.00478,-0.01429,-0.0352,0.00441,-0.08879,0.02157,-0.12541,-0.0262,-0.00923,0.03334,0.07938,0.05493,-0.00249,0.00605,-0.00582,0.03235,0.01414,0.12692,-0.05533,0.05895,-0.03818,-0.00447,-0.03313,-0.08877,0.00415,-0.03816,0.01623,-0.00378,0.03798,0.00963,0.00715,-0.00823,-0.00091,0.00635,0.03571,0.02563,-0.01369,-0.05116,-0.03859,0.06396,0.05536
857,B0009WY4UQ,0.18278,0.03194,0.01908,-0.0078,0.01543,-0.12654,-0.13753,-0.14384,-0.02783,0.00794,0.16774,0.05135,0.08655,-0.0099,-0.07341,-0.03889,-0.13294,0.00953,0.07639,-0.02156,0.02333,0.02763,-0.03901,-0.03729,-0.0385,0.12541,0.10139,-0.03748,0.07654,-0.0758,0.01704,0.03327,0.00262,0.0286,0.00971,-0.02753,-0.00232,0.013,-0.0054,-0.05167,0.02065,0.04243,0.00952,-0.02424,-0.05814,0.03489,-0.00531,0.01799,-0.00382,-0.07188
858,B0009WY54G,-0.43739,0.33089,0.08185,0.11177,-0.16455,-0.27187,-0.26713,-0.05544,0.17543,-0.0293,0.13217,-0.06502,-0.03972,-0.01727,2e-05,0.07817,0.06842,-0.00176,-0.13135,0.02838,0.02867,0.05124,0.02981,-0.04906,0.06653,-0.03359,0.00544,0.05471,-0.10803,0.09037,-0.12299,0.00697,0.04401,-0.03318,-0.07148,0.00834,0.04872,-0.04482,0.04246,0.05414,-0.04499,-0.02504,-0.03212,-0.02921,0.01545,-0.05571,-0.03123,-0.10892,-0.03239,-0.00283
859,B0009XH6SC,0.30804,-0.1521,-0.04915,-0.12679,-0.22633,-0.20957,-0.08027,-0.01008,-0.05898,-0.13805,0.02549,0.04325,0.08768,-0.13997,0.10172,0.08058,-0.07442,-0.00585,0.04116,-0.07611,-0.04298,-0.12388,0.09137,-0.0143,-0.00973,-0.01553,-0.02823,0.05649,0.00483,0.07419,-0.01021,-0.03823,-0.02597,-0.05197,-0.01659,0.03605,0.00298,0.05245,-0.13385,0.01637,0.02383,-0.01609,-0.00783,-0.03653,0.02319,-0.01489,-0.02845,-0.05565,0.02432,-0.03553
860,B0009XH6TG,-0.36855,-0.05887,0.12321,-0.34311,-0.10404,-0.15919,-0.12565,-0.13201,-0.00461,0.00827,-0.11222,-0.06291,0.19795,-0.1017,-0.00512,0.13937,0.01034,0.05317,0.0473,-0.01582,-0.01851,-0.13269,-0.0447,-0.04269,-0.0954,0.06826,0.01534,-0.00334,-0.0579,0.0849,0.02376,-0.06277,0.01113,-0.02894,0.05677,0.02173,-0.05151,-0.00954,-0.00229,0.11684,-0.0546,0.04067,-0.05091,0.094,0.05246,0.03974,-0.00909,0.01464,0.04032,-0.01989
861,B0009XH6UU,-0.04164,-0.09224,-0.16028,-0.35281,-0.02053,-0.17291,-0.06893,-0.06577,0.04278,-0.03475,-0.11196,0.12429,0.06833,-0.01622,-0.00976,0.1418,-0.02533,0.06307,0.09165,-0.05763,-0.03069,-0.12574,0.01395,0.00523,-0.01719,-0.00156,0.01263,-0.02394,0.02,0.06327,0.02311,-0.06071,0.0296,0.02788,-0.01912,-0.01286,-0.03359,0.01103,-0.00488,0.04862,-0.01594,0.03417,-0.02855,0.01304,0.07814,0.0012,-0.05998,-0.00058,-0.00728,-0.02882
862,B0009XH6V4,-0.09324,-0.10645,-0.04256,-0.32726,-0.00098,-0.13965,-0.06674,-0.05178,-0.00164,0.05249,-0.15779,0.02448,0.09479,-0.01839,-0.03052,0.20016,0.01188,0.05743,0.07787,-0.11626,0.00918,-0.12298,-0.049,-0.02678,-0.03098,-0.01226,0.11664,-0.05101,-0.00316,0.06099,0.00518,-0.03299,-0.02587,0.05315,-0.01099,-0.01467,-0.06773,0.06007,-0.02657,0.05021,-0.06562,0.00979,-0.03929,0.01323,0.02086,0.01065,-0.00846,-0.02101,0.00612,0.0563
863,B0009Y6RHM,0.24593,-0.06983,0.07694,0.25868,-0.20717,-0.11753,0.01888,-0.00269,0.03495,0.02075,0.08023,0.02253,-0.02502,0.09965,0.02614,-0.00869,0.00795,0.17575,0.00629,-0.12567,0.11124,-0.03136,-0.02126,-0.05056,0.03019,-0.11836,-0.06367,-0.01487,0.09994,-0.00622,-0.01475,-0.04813,-0.06859,-0.0126,0.06812,-0.0624,0.10105,0.032,-0.05759,-0.02745,0.01676,0.0487,0.02899,0.01837,-0.03699,-0.03669,0.03732,-0.00145,-0.02145,-0.02829
864,B0009YDO32,0.18256,0.00487,0.11786,0.02404,0.2358,-0.03955,-0.04611,-0.02452,-0.04908,-0.06654,-0.01537,0.13885,0.02408,-0.07236,-0.05159,-0.13664,0.05663,0.10776,-0.13123,0.00427,0.02203,0.01884,0.04038,0.07506,-0.07801,-0.03357,-0.02538,-0.07794,-0.07139,-0.09142,0.03318,-0.01026,0.05429,0.03022,0.01836,-0.04464,0.00267,0.01983,-0.06305,-0.03885,0.01197,0.01761,-0.06208,0.03613,0.07361,-0.02917,-0.0315,0.01293,-0.01234,-0.03457
865,B000A0ADT8,0.14425,0.26656,-0.0632,-0.12182,0.03229,0.20087,0.06463,-0.01801,-0.13114,-0.01102,-0.00272,0.00501,0.01647,-0.00347,-0.10868,0.0626,0.0807,-0.0748,0.06314,-0.00459,-0.01762,-0.01161,0.02487,-0.02302,0.02568,0.01447,-0.02132,0.01849,-0.06239,0.05952,-0.00066,0.08544,0.04929,0.0005,-0.02771,-0.01612,0.03157,0.02474,-0.06666,-0.03862,0.04022,-0.03081,-0.01897,-0.02124,0.04274,0.01206,0.0213,-0.0036,0.00319,-0.00758
866,B000A0ADUW,-0.22846,0.32656,0.05774,-0.01139,-0.01939,0.11155,0.14877,0.03264,-0.07724,-0.04464,-0.02842,-0.00522,0.01475,-0.02156,-0.04849,0.03473,0.12092,-0.10364,-0.01546,0.05777,-0.01644,-0.11977,0.07058,0.08221,-0.00367,-0.04653,-0.03932,-0.03819,-0.00137,-0.05425,0.08405,-0.00161,-0.08577,-0.05515,-0.00937,0.02135,-0.0104,-2e-05,0.04693,-0.00948,-0.00389,-0.01829,-0.02264,0.01563,-0.05058,-0.01486,-0.02111,0.01171,-0.03154,-0.00404
867,B000A35L56,0.1596,0.17976,-0.02823,-0.15756,0.06804,-0.00328,0.02829,0.15408,-0.07387,-0.14268,-0.0263,-0.00351,-0.03744,-0.05165,-0.12385,-0.00015,-0.09953,-0.06751,-0.0491,0.01605,0.05662,-0.02283,-0.0096,-0.01681,0.08097,-0.00942,-0.06902,0.02983,-0.04724,-0.00902,-0.01637,0.04398,0.02014,0.06617,-0.0254,0.03036,0.01503,-0.03235,0.03609,-0.01602,0.02698,0.06996,-0.02734,0.01046,0.05307,0.01652,0.01748,0.01175,-0.00962,0.00716
868,B000A3I2X4,0.04767,-0.12782,-0.22311,-0.37299,0.05725,-0.08339,-0.06914,-0.08156,0.07389,0.00139,-0.10905,0.0832,0.05381,-0.00843,0.03658,0.13971,0.04006,0.05397,0.02695,-0.04915,-0.07584,-0.08512,0.0228,-0.03608,-0.00793,0.0977,-0.03528,-0.00511,-0.03238,0.08094,0.03816,-0.04978,0.05926,0.02937,0.01738,0.01263,-0.02061,-0.00053,-0.02398,0.05827,0.00363,0.04913,-0.00987,-0.02279,0.07472,-0.02687,-0.05905,0.0445,-0.0245,0.00219
869,B000A3V1SW,0.09098,0.05141,0.19964,-0.00121,-0.07877,-0.05119,-0.06576,0.06383,-0.0502,0.04914,0.06508,0.05399,0.00312,0.18938,0.08532,-0.06296,-0.12928,-0.03224,-0.13819,0.0186,0.03113,0.00674,0.05077,0.06355,-0.01882,0.05613,-0.02116,-0.09711,-0.03112,0.04693,0.05891,-0.04576,-0.03507,-0.06204,0.07615,-0.03399,0.10896,0.01277,-0.01798,-0.05608,-0.06776,-0.01935,-0.06881,0.05052,0.03599,-0.03914,0.01825,-0.01973,0.01304,-0.02768
870,B000A3V1XC,0.15353,0.11999,-0.04796,-0.27173,0.18616,0.19001,0.04369,0.20664,-0.09214,-0.06448,0.02791,0.00018,-0.0272,0.0563,0.0449,-0.03252,-0.08527,0.02172,-0.11655,-0.03295,-0.03958,-0.00765,0.05816,0.02964,0.02165,-0.03834,-0.0436,0.01756,-0.07729,0.05175,-0.01545,-0.16441,0.06397,-0.0224,0.01304,0.0076,-0.03772,-0.0034,0.0108,0.04577,-0.01801,0.00789,0.00075,-0.02517,0.05791,-0.02751,-0.0604,-0.01899,-0.01246,-0.02383
871,B000A3V2PE,0.08844,-0.07344,0.00804,0.27814,-0.19465,-0.22118,-0.15873,-0.07896,-0.03907,0.0641,-0.00604,0.0529,-0.03335,0.02299,-0.04884,-0.04274,-0.03817,0.00344,-0.01331,-0.01115,0.07352,0.04113,0.07239,-0.00067,0.035,-0.0147,0.02773,0.0068,0.14375,-0.03541,0.0238,-0.09384,-0.06702,0.01215,0.04947,-0.03991,-0.06555,0.00258,-0.04183,0.03613,0.04235,-0.07333,0.02402,0.0077,-0.00822,0.00445,-0.01363,0.01449,-0.01446,-0.01307
872,B000A3XI4M,-0.39896,0.21062,0.06039,-0.09893,-0.12802,-0.06138,-0.06998,-0.02792,-0.15281,0.09478,0.00336,-0.04421,0.06482,0.22335,-0.01014,-0.01017,0.12724,0.09336,-0.01796,-0.10506,0.03843,0.11324,0.04,-0.11237,-0.01077,0.05385,0.02957,-0.01568,0.01454,-0.04915,-0.00085,0.05356,0.00124,0.13348,-0.00887,0.01105,0.04452,0.04323,0.00314,-0.01483,0.03033,0.02466,-0.00701,-0.04315,-0.04603,0.06811,0.04532,-0.00815,0.03085,0.00676
873,B000A3ZMLO,-0.17888,0.11552,0.1561,-0.12792,-0.19861,0.00711,0.06995,0.04349,-0.23912,-0.19174,0.05538,-0.04171,-0.03088,0.08728,-0.02627,-0.08267,-0.09669,0.14341,-0.07755,-0.04581,-0.02952,-0.02041,0.08942,-0.04842,0.04828,0.09664,0.02521,-0.01199,0.03939,0.03032,0.03284,-0.11252,-0.02144,0.00266,-0.00975,0.06569,-0.02313,-0.0056,0.0391,-0.00956,-0.05028,0.01301,0.04168,0.01037,0.04206,-0.01219,-0.10947,0.03486,0.00784,0.06664
874,B000A3ZN7M,-0.28578,0.1162,-0.04841,0.07613,0.0111,-0.20664,-0.11208,-0.0112,-0.05083,0.10598,0.05025,0.00362,-0.05547,0.05448,-0.07512,-0.00169,-0.12107,-0.08135,-0.02911,-0.02651,0.03258,-0.01353,0.05465,-0.15376,0.0307,-0.06523,-0.01378,0.0241,0.10006,-0.0073,-0.01462,-0.08526,-0.03742,0.05228,0.00683,-0.0932,-0.08053,-0.05355,-0.06601,0.06825,0.02781,-0.14189,-0.02111,0.02965,-0.01393,-0.02448,-0.03873,0.06106,-0.06078,0.01657
875,B000A3ZN7W,-0.28853,0.01622,-0.04559,0.00804,0.095,-0.07157,-0.21569,-0.00736,-0.02829,0.14356,0.0361,-0.03671,-0.08661,0.0133,-0.00423,0.03802,-0.11695,-0.01484,-0.07373,-0.06658,0.04637,-0.00809,0.11728,-0.11598,0.05762,-0.11689,-0.03045,0.05598,0.07139,0.00866,-0.00758,-0.07374,0.01596,0.05399,0.00221,-0.03702,-0.07416,-0.04956,-0.08189,0.0884,0.09816,-0.15536,0.01521,0.02364,-0.05013,-0.00692,-0.03545,0.02674,-0.08517,0.00728
876,B000A408VC,-0.09984,-0.1831,0.02882,-0.1654,-0.04296,-0.01273,0.05443,-0.07514,-0.05953,0.06126,0.04816,0.15402,0.28139,-0.13304,-0.03478,-0.1359,-0.10124,-0.08455,0.07304,0.04806,-0.04295,0.00073,-0.0345,0.06166,-0.04726,-0.04129,0.0737,0.06728,0.045,-0.01581,-0.04917,-0.10023,-0.03916,0.05453,-0.04002,-0.02652,-0.00596,-0.02018,-0.0148,-0.05115,0.04515,-0.01109,-0.05004,0.01052,0.03917,0.01373,0.0471,-0.01386,-0.02839,-0.0086
877,B000A4094I,-0.10187,0.02349,-0.04032,-0.07044,-0.08348,0.23927,-0.06506,0.156,-0.04854,0.10211,0.11909,0.00219,0.13139,-0.04355,-0.06699,-0.0475,0.02948,0.18932,0.08894,-0.04873,0.00102,0.04992,-0.06316,-0.0357,-0.01536,-0.05961,0.02874,-0.09646,-0.0059,-0.03548,-0.12282,0.01358,0.01421,-0.06409,0.0222,0.02455,-0.0518,-0.07189,0.00292,-0.05524,0.03804,-0.01487,-0.03849,0.0387,-0.03265,0.02995,0.00954,0.0501,0.03419,0.05179
878,B000A409J8,0.06769,0.0626,-0.23871,-0.17081,0.05323,-0.06285,-0.13837,-0.0345,0.05239,0.08245,0.05339,0.07777,-0.01104,0.09058,-0.04524,0.02172,-0.08318,0.04472,-0.03834,-0.01126,0.04226,-0.02889,0.04282,-0.04662,0.03566,-0.07259,-0.05566,-0.01862,0.09487,-0.04325,0.05713,-0.0488,-0.03855,0.05618,0.00507,-0.02277,-0.03108,-0.1193,-0.04681,0.05558,0.00717,-0.06002,0.0109,-0.02594,0.04523,-0.01455,-0.03044,0.00057,-0.03202,0.00266
879,B000A7VRYG,-0.30232,0.04257,0.11102,0.09094,-0.03276,0.11037,-0.03542,-0.11551,0.0924,0.11558,-0.04261,0.16568,-0.01222,0.15602,0.08114,-0.01086,-0.03844,0.05132,-0.10261,0.1001,0.08731,0.0104,0.03768,0.02139,-0.20887,-0.01845,0.02701,0.0625,-0.00622,-0.06133,0.01746,-0.00549,0.02232,0.03413,-0.16161,0.08012,-0.04459,0.02044,-0.01739,0.02893,0.05564,0.07259,0.10792,-0.00417,-0.03028,0.04337,0.0038,0.00309,-0.05225,0.08122
880,B000AA2XQ4,-0.45666,-0.13775,0.29849,-0.19073,0.01848,-0.05133,0.44795,-0.12075,-0.12313,0.05428,-0.08911,-0.12881,0.15989,-0.20392,-0.176,-0.17442,0.0588,0.10707,0.14956,-0.1004,0.09647,0.15946,-0.10718,0.14615,0.16934,0.12555,0.01325,0.00491,-0.08553,0.04937,0.05298,0.05559,0.0725,0.03931,0.08281,0.16671,-0.08605,-0.13094,-0.06678,0.06787,0.0859,0.00737,0.05622,-0.0433,-0.09413,-0.1374,-0.01856,0.1115,0.01826,0.03138
881,B000AA5VD6,0.11596,-0.07325,-0.28727,0.02003,-0.1311,-0.00781,-0.15698,0.06056,0.03695,0.01216,0.11297,0.22535,0.07805,-0.0635,0.03308,-0.00206,-0.08912,0.11516,0.07361,-0.06709,0.03735,0.08158,0.00768,-0.00378,0.0138,0.05407,0.01981,-0.01437,-0.03556,0.06479,0.09371,-0.05039,-0.00422,0.05211,0.03711,0.0064,0.03793,0.06646,-0.00755,0.01195,-0.02279,-0.08243,0.09133,-0.03948,0.00763,0.01672,0.03928,0.00234,0.01155,-0.00015
882,B000AA5VZ4,-0.12326,0.02767,-0.0404,-0.20719,-0.03321,0.20376,0.1392,0.2331,-0.16311,0.07995,0.14452,0.05426,0.08601,0.07505,0.13933,-0.1189,-0.1054,0.06626,0.05477,0.03276,-0.0852,0.03012,0.02799,0.06283,-0.07512,-0.03584,0.02337,0.01241,0.01693,0.11624,-0.07952,-0.08692,-0.04119,-0.00555,-0.07012,0.0162,0.00852,-0.01278,0.06687,-0.02495,0.07229,0.06319,-0.02736,-0.03145,-0.00625,0.07084,0.05927,0.0429,-0.05086,-0.06147
883,B000AA5VZY,-0.16087,-0.15702,-0.04027,0.07636,-0.05154,0.12218,0.03337,0.38316,-0.01359,0.04788,0.07722,0.0632,0.01619,0.06003,0.06753,0.07291,-0.24149,0.05417,0.01845,-0.01611,0.01506,0.07825,0.04722,-0.1551,0.09629,-0.12855,-0.0033,0.06669,-0.04585,-0.07856,-0.00977,-0.04609,-0.06267,0.08242,-0.01643,-0.02905,-0.05656,-0.00528,0.01485,0.02266,0.08663,0.0094,-0.04554,-0.02157,-0.01027,-0.06578,-0.00564,0.02209,0.03486,0.01655
884,B000AA9H3Q,-0.40914,0.04965,0.09602,0.16684,-0.11986,-0.00827,0.02529,0.13629,-0.14737,0.10242,0.03252,0.18512,0.07447,0.0649,-0.02672,-0.02936,-0.08668,-0.08283,0.07234,-0.02691,-0.04178,0.02094,-0.09958,0.09615,0.03149,-0.02527,0.01333,-0.08151,-0.03198,-0.01209,-0.01317,-0.04288,-0.05251,0.00871,-0.01617,-0.02193,0.0748,0.00755,-0.01816,0.03742,-0.0203,0.06607,-0.00265,0.02357,0.06567,-0.02499,0.02078,-0.00718,0.03675,0.04487
885,B000AA9HQ8,-0.01386,-0.0976,-0.05981,-0.13184,-0.01944,-0.0315,0.15585,0.27348,-0.05673,0.22051,0.05687,-0.01401,-0.10543,-0.02468,-0.08995,-0.06353,-0.01337,0.00707,0.08344,0.11725,-0.06569,0.04655,-0.02404,0.01392,0.03589,-0.06234,0.03379,0.10428,-0.07116,0.00141,-0.10751,-0.10256,-0.11717,0.0098,-0.00054,0.02279,0.01298,-0.00061,0.00571,-0.0276,0.02407,0.06422,0.01577,0.01154,-0.0122,0.02663,0.05397,-0.036,-0.01915,0.01805
886,B000AAAVTU,0.23198,-0.11021,-0.18152,0.1281,-0.18219,-0.06599,-0.09025,0.16711,0.05965,0.11036,0.2093,-0.00682,0.09763,0.0317,0.16556,-0.04758,-0.06009,0.10769,0.1026,-0.03417,-0.0197,0.03442,0.0539,0.06011,0.0543,-0.02647,-0.00134,-0.01114,0.00237,0.01005,0.01927,0.02226,0.02633,0.0239,0.04164,0.05514,-0.00055,0.0037,-0.04347,0.0243,0.04053,-0.10988,0.08368,-0.00832,0.06266,0.00105,0.03831,-0.00826,0.02828,-0.01959
887,B000AAAW9Y,0.16766,0.17065,-0.15096,-0.20821,-0.04536,-0.06404,-0.0776,0.04736,-0.06751,-0.00823,0.07562,0.075,-0.0763,0.12213,-0.0263,0.01153,-0.0288,-0.0699,0.03405,-0.0354,-0.03417,-0.00525,8e-05,-0.07644,0.0604,-0.00453,0.00591,0.03582,0.00029,-0.03952,-0.0231,-0.0375,0.05058,0.09742,0.01535,0.0407,0.01093,-0.05395,0.00543,0.07518,0.03624,-0.03475,0.01967,-0.02749,0.02445,0.05341,0.00789,-0.01765,0.02739,-0.03766
888,B000AAAWAI,0.03981,0.15502,-0.09628,-0.21643,0.00809,-0.04359,-0.0501,0.1046,-0.15408,-0.06032,-0.03773,0.08434,-0.09106,0.06365,-0.0888,-0.0227,-0.01215,-0.02996,-0.03262,0.0182,0.04046,-0.00396,-0.01923,-0.02353,0.04908,-0.06762,-0.07592,-0.01863,-0.0438,0.00884,-0.07602,-0.07269,0.01743,0.02837,0.01621,0.06212,-0.03931,-0.0596,0.0908,0.01156,-0.01728,0.05622,-0.03195,-0.06097,0.0289,0.02514,-0.03145,0.01231,0.02659,-0.04781
889,B000AAAWEO,0.12916,0.1789,-0.13861,-0.07174,-0.01351,-0.05549,-0.02819,0.09391,-0.10445,-0.18393,-0.01609,-0.0244,0.05886,-0.05752,-0.08511,0.00778,0.04608,-0.05336,-0.09191,-0.07209,0.07037,0.06759,-0.04279,-0.0784,-0.01482,0.00299,-0.0396,-0.03111,0.02953,-0.01639,0.04428,-0.08196,0.03319,-0.01951,0.02532,-0.04341,0.02987,0.023,-0.03986,-0.03517,-0.00181,0.04554,-0.03763,0.02343,-0.00048,-0.04883,0.01227,0.0194,-0.00407,0.01271
890,B000AAC8VO,-0.04265,-0.01378,-0.01936,0.07759,0.56908,-0.04757,-0.11347,-0.0795,-0.1216,-0.0608,-0.07786,0.01624,-0.01609,-0.00578,0.14803,0.07879,0.08498,0.09447,0.07096,0.18356,-0.00291,0.08212,-0.03655,0.00441,-0.00286,0.0607,-0.02799,0.05983,-0.05127,-0.05436,0.00034,-0.04463,0.00924,-0.0259,-0.02125,0.02194,0.04979,-0.0378,-0.02799,0.00714,-0.02554,-0.08494,0.01589,-0.02427,0.05871,-0.04391,0.00308,-0.03011,-0.01597,-0.03473
891,B000AADENA,0.02534,0.10763,-0.11329,-0.10721,-0.07032,0.08811,0.07649,0.13683,-0.11762,0.07081,0.07465,0.05467,0.06727,0.03975,0.05847,-0.12912,-0.0102,0.00112,0.0855,0.07825,-0.12475,0.03609,-0.04767,0.05643,-0.08654,0.01805,0.07856,0.04628,0.03899,0.02399,-0.01605,-0.10942,-0.06699,-0.04259,-0.06048,0.05257,-0.04721,-0.07206,0.04871,-0.07884,0.04665,0.0615,0.03791,-0.03964,-0.01083,0.01948,0.07252,0.0289,0.03534,-0.04468
