profile_id,job_cd,job_nm,job_clcd,job_clcd_nm,keco_cd,career_years,edu_level,major_field,major,cert,region,top_skill_1,top_skill_2,top_skill_3
1708,K000001101,조선·해양공학기술자,151,기계·로봇공학 기술자 및 시험원,1511,1.8,박사,공학,,"조선산업기사, 기사, 기술사(국가기술)",세종,논리적 분석 100,물리 100,장비 선정 91
1709,K000001000,제품 디자이너,415,디자이너,4151,3.7,석사,예체능,,"제품디자인산업기사, 기사, 기술사(국가기술)",부산,범주화 100,상품 제조 및 공정 100,디자인 99
1710,K000001087,발전 및 배전 장치 조작원,833,발전·배전 장치 조작원,8330,14.9,대졸,공학,전기과,,서울,고장의 발견.수리 100,안전과 보안 100,기계 100
1711,K000000824,번역가,411,작가·통번역가,4112,2.7,석사,인문,,"번역능력인정 1, 2, 3급(비공인 민간)",인천,국어 99,읽고 이해하기 91,영어 89
1712,K000001205,전기 및 전자공학 시험원,153,전기·전자공학 기술자 및 시험원,1534,2.8,대졸,공학,,전자산업기사,충북,공학과 기술 97,논리적 분석 88,기술 분석 88
1713,K000001095,내선 전기공(건물내전기공사원),831,전기공,8312,2.4,대졸,공학,,"전기공사산업기사, 기사(국가기술)",대전,장비의 유지 100,고장의 발견.수리 98,품질관리분석 97
1714,K000007521,경찰관,240,"경찰관, 소방관 및 교도관",2401,9.0,전문대졸,예체능,경찰행정학과,전자산업기사(국가기술),대구,서비스 지향 100,청력 100,조직체계의 분석 및 평가 100
1715,K000001138,방송연출가,416,연극·영화·방송 전문가,4161,17.9,대졸,예체능,,,대구,협상 100,시간 관리 100,예술 100
1716,K000001020,간판 제작 및 설치원,885,악기·간판 및 기타 제조 종사자,8852,25.0,대졸,예체능,광고디자인과,,서울,건축 및 설계 100,공간지각력 100,물적자원 관리 100
1717,K000001106,웹개발자(웹 프로그래머),133,소프트웨어 개발자,1333,1.6,대졸,인문,전산학과,,부산,기술 분석 100,판단과 의사결정 93,통신 92
1718,K000000938,대기환경기술자,155,에너지·환경공학 기술자 및 시험원,1555,2.9,대졸,자연,,대기관리기술사(국가기술),대전,논리적 분석 92,품질관리분석 91,수리력 78
1719,K000001018,전기·가스 및 수도 관련 관리자,016,건설·채굴·제조·생산 관리자,0162,4.0,전문대졸,공학,에너지공학과,,서울,건축 및 설계 94,학습전략 91,기술 설계 91
1720,K000007540,해양경찰관,240,"경찰관, 소방관 및 교도관",2401,2.5,대졸,사회,,,강원,법 96,행동조정 89,안전과 보안 89
1721,K000000968,네트워크시스템개발자(네트워크엔지니어),134,네트워크 시스템 개발자 및 정보보안 전문가,1341,1.4,대졸,공학,,,광주,장비의 유지 100,조작 및 통제 100,선택적 집중력 93
1722,K000000952,매장 계산원 및 요금 정산원,616,매장 계산원 및 매표원,6161,2.8,전문대졸,인문,,,서울,서비스 지향 100,통신 82,유연성 및 균형 71
1723,K000001085,정보통신컨설턴트 및 감리원,132,컴퓨터시스템 전문가,1320,3.9,박사,공학,경영정보학과,"정보관리기술사(국가기술), 전자계산기조직응용기사, 기술사(국가기술), 국제공인정보시스템감사사(CISA)(국제공인자격)",인천,글쓰기 100,인적자원 관리 99,사람 파악 99
1724,K000001128,상점 판매원,615,판매 종사자,6152,2.9,고졸,사회,,,충북,말하기 88,인사 85,영업과 마케팅 78
1725,K000001189,금속 및 재료공학 시험원,152,금속·재료공학 기술자 및 시험원,1522,5.0,대졸,공학,신소재공학과,비파괴검사기술사(국가기술),서울,기술 분석 100,읽고 이해하기 97,전산 93
1726,K000008543,장학관 및 연구관,215,장학관 및 기타 교육 종사자,2151,11.4,대졸,교육,,,충북,글쓰기 100,가르치기 99,조직체계의 분석 및 평가 93
1727,K000007539,컴퓨터강사,214,문리·기술·예능 강사,2143,4.5,대졸,공학,,"정보처리 기능사, 산업기사, 기사(국가기술)",광주,가르치기 98,학습전략 98,전산 83
1728,K000008483,우편집배원,624,택배원 및 기타 운송 종사자,6243,2.2,전문대졸,사회,,"자동차운전면허 제 1종, 2종 보통(국가전문)",대구,신체적 강인성 91,움직임 통제 89,공간지각력 89
1729,K000001019,학예사(큐레이터),413,학예사·사서·기록물관리사,4131,7.6,대졸,인문,경영학과,"박물관및미술관정학예사 1, 2, 3급(국가전문)",서울,예술 100,철학과 신학 100,공간지각력 95
1730,K000007482,변호사,221,법률 전문가,2212,2.0,석사,사회,법학과,,경기,추리력 100,시간 관리 100,글쓰기 99
1731,K000001083,외선 전기공,831,전기공,8313,10.5,고졸,공학,,"전기공사산업기사, 기사(국가기술)",경기,기술 설계 100,신체적 강인성 100,장비의 유지 99
1732,K000001203,관광 서비스 종사원,521,여행 서비스원,5213,25.0,전문대졸,사회,,국내여행안내사(국가전문),전북,서비스 지향 100,말하기 100,역사 100
1733,K000001080,데이터분석가(빅데이터분석가),135,데이터 전문가,1352,10.4,대졸,공학,,,울산,학습전략 100,전산 100,범주화 100
1734,K000001003,재활용 처리장치 및 소각로 조작원,853,환경관련 장치 조작원,8532,7.0,대졸,사회,,환경기능사(국가기술),서울,움직임 통제 92,물적자원 관리 80,조작 및 통제 73
1735,K000000947,문리학원 강사,214,문리·기술·예능 강사,2142,1.9,대졸,교육,,,울산,산수와 수학 100,가르치기 96,학습전략 93
1736,K000000875,인적자원전문가,022,경영·인사 전문가,0222,7.1,대졸,공학,,,경기,재정 관리 100,사람 파악 100,행동조정 100
1737,K000008494,대중무용수(백댄서),414,"창작·공연 전문가(작가, 연극 제외)",4147,1.7,고졸,인문,,,전남,반응시간과 속도 91,유연성 및 균형 87,창의력 82
1738,K000000866,출판·자료편집사무원,029,안내·고객상담·통계·비서 및 기타 사무원,0299,6.3,대졸,인문,,전자출판기능사(국가기술),대구,디자인 100,국어 88,기억력 87
1739,K000000940,건축시공기술자 및 견적원,140,건축·토목공학 기술자 및 시험원,1402,2.9,대졸,공학,건축공학과,,경기,물적자원 관리 100,기술 분석 100,안전과 보안 98
1740,K000007480,건물도장공,702,건축마감 기능원,7026,2.7,전문대졸,공학,,"건축도장기능사, 산업기사(국가기술)",경기,건축 및 설계 100,영업과 마케팅 85,디자인 82
1741,K000007478,비서,029,안내·고객상담·통계·비서 및 기타 사무원,0294,3.1,대졸,사회,컴퓨터교육과,"비서(1급, 2급, 3급)《국가기술》",강원,반응시간과 속도 99,행동조정 93,전산 91
1742,K000000823,판금원(판금기조작원),822,판금원 및 제관원,8221,6.3,고졸,공학,컴퓨터응용기계과,판금기능사(국가기술),전북,움직임 통제 100,기계 100,작동 점검 99
1743,K000001016,곡물가공 제품 기계 조작원,873,식품 가공 기계 조작원,8733,4.9,대졸,자연,,식품가공기능사(국가기술),서울,움직임 통제 100,식품생산 100,고장의 발견.수리 90
1744,K000001192,주방 보조원(일반음식점),532,식당 서비스원,5323,4.9,중졸 이하,인문,,,서울,시력 100,청력 90,움직임 통제 81
1745,K000000954,하역 및 적재 종사원,624,택배원 및 기타 운송 종사자,6245,2.2,고졸,인문,,,서울,반응시간과 속도 87,운송 85,장비의 유지 84
1746,K000008483,우편집배원,624,택배원 및 기타 운송 종사자,6243,0.6,전문대졸,사회,,"자동차운전면허 제 1종, 2종 보통(국가전문)",경기,공간지각력 95,신체적 강인성 84,서비스 지향 81
1747,K000000902,낙농 관련 종사원,902,낙농·사육 종사자,9021,1.2,고졸,자연,,,서울,신체적 강인성 96,식품생산 92,상품 제조 및 공정 69
1748,K000000947,문리학원 강사,214,문리·기술·예능 강사,2142,4.5,석사,교육,,,광주,가르치기 100,학습전략 100,물리 100
1749,K000008522,사회과학 연구원,110,인문·사회과학 연구원,1102,1.5,박사,교육,,,경기,듣고 이해하기 95,논리적 분석 95,협상 94
1750,K000007567,게임그래픽디자이너,415,디자이너,4155,2.3,대졸,공학,,웹디자인기능사(국가기술),광주,디자인 100,기술 분석 88,역사 85
1751,K000001160,연극영화방송기술감독,416,연극·영화·방송 전문가,4161,1.1,대졸,사회,,"무대예술전문인《음향, 조명》(국가전문)",서울,예술 93,모니터링(Monitoring) 89,선택적 집중력 85
1752,K000000856,컴퓨터시스템설계 및 분석가,132,컴퓨터시스템 전문가,1320,11.1,석사,공학,,,부산,인적자원 관리 100,수리력 100,논리적 분석 100
1753,K000001192,주방 보조원(일반음식점),532,식당 서비스원,5323,11.8,고졸,인문,,,경기,신체적 강인성 100,유연성 및 균형 98,반응시간과 속도 96
1754,K000000838,초·중·고등학교 교장 및 교감,013,전문서비스 관리자,0132,1.7,대졸,교육,,"초등학교 1,2급 정교사(국가전문)",경기,인적자원 관리 100,말하기 87,가르치기 85
1755,K000008482,떡 제조원(한과포함),871,제과·제빵원 및 떡 제조원,8712,6.8,고졸,공학,,,대구,정교한 동작 87,신체적 강인성 80,움직임 통제 77
1756,K000000826,전기기기·제품개발기술자 및 연구원,153,전기·전자공학 기술자 및 시험원,1531,3.0,석사,공학,,전기응용기술사(국가기술),경기,범주화 97,고장의 발견.수리 96,장비 선정 96
1757,K000000875,인적자원전문가,022,경영·인사 전문가,0222,2.5,대졸,사회,,,부산,선택적 집중력 100,인적자원 관리 100,조직체계의 분석 및 평가 100
1758,K000007466,경리사무원,027,회계·경리 사무원,0272,5.0,대졸,인문,,,대구,전산 88,재정 관리 87,청력 85
1759,K000000956,건축구조기술자,140,건축·토목공학 기술자 및 시험원,1402,6.7,전문대졸,공학,건축공학과,건축품질시험기술사(국가기술),경기,건축 및 설계 100,물리 100,디자인 100
1760,K000000984,전자제품 및 부품 개발기술자,153,전기·전자공학 기술자 및 시험원,1533,12.9,대졸,공학,전자공학과,전자응용기술사(국가기술),대구,기술 설계 100,컴퓨터와 전자공학 100,물리 100
1761,K000001173,제품 생산 관련 관리자,016,건설·채굴·제조·생산 관리자,0163,1.5,대졸,공학,,"품질경영산업기사, 기사(국가기술)",경기,상품 제조 및 공정 98,재정 관리 96,사람 파악 94
1762,K000001205,전기 및 전자공학 시험원,153,전기·전자공학 기술자 및 시험원,1534,2.9,대졸,공학,,,서울,품질관리분석 100,작동 점검 98,장비의 유지 92
1763,K000007580,게임프로그래머,133,소프트웨어 개발자,1332,4.9,대졸,공학,게임제작과,,대전,컴퓨터와 전자공학 100,문제 해결 100,논리적 분석 97
1764,K000000857,사회복지사,231,사회복지사 및 상담사,2311,10.4,대졸,사회,,정신건강사회복지사(국가전문),광주,협상 100,물적자원 관리 100,말하기 100
1765,K000008502,시민사회활동가,231,사회복지사 및 상담사,2315,7.2,전문대졸,사회,,,서울,협상 80,듣고 이해하기 73,사람 파악 72
1766,K000000883,학습지·교육교구 방문강사,214,문리·기술·예능 강사,2148,12.3,전문대졸,자연,,,서울,가르치기 98,학습전략 94,듣고 이해하기 93
1767,K000000906,대학 교수,211,대학 교수 및 강사,2111,9.3,박사,공학,,,서울,창의력 100,상담 100,읽고 이해하기 100
1768,K000001139,조사전문가,024,광고·조사·상품기획·행사기획 전문가,0242,4.7,대졸,자연,,,경기,글쓰기 100,범주화 100,시간 관리 100
1769,K000001028,영업 및 판매 관련 관리자,015,영업·판매·운송 관리자,0151,3.1,대졸,의약,,전자상거래운용사(국가기술),경기,조직체계의 분석 및 평가 97,기억력 93,재정 관리 92
1770,K000001080,데이터분석가(빅데이터분석가),135,데이터 전문가,1352,6.3,박사,공학,,,경기,기술 분석 100,범주화 99,판단과 의사결정 98
1771,K000001062,철로 설치 및 보수원,705,기타 건설 기능원(채굴포함),7052,4.0,대졸,공학,,,서울,설치 100,고장의 발견.수리 99,장비 선정 97
1772,K000000902,낙농 관련 종사원,902,낙농·사육 종사자,9021,3.2,고졸,공학,,,부산,신체적 강인성 100,생물 91,식품생산 81
1773,K000008482,떡 제조원(한과포함),871,제과·제빵원 및 떡 제조원,8712,2.6,고졸,인문,,,전북,유연성 및 균형 93,정교한 동작 88,신체적 강인성 87
1774,K000001000,제품 디자이너,415,디자이너,4151,8.3,대졸,예체능,,"제품디자인산업기사, 기사, 기술사(국가기술)",경기,디자인 100,범주화 100,문제 해결 100
1775,K000001160,연극영화방송기술감독,416,연극·영화·방송 전문가,4161,2.1,대졸,예체능,,"무대예술전문인《음향, 조명》(국가전문)",서울,모니터링(Monitoring) 94,선택적 집중력 89,공간지각력 87
1776,K000008542,신재생에너지 시험원,155,에너지·환경공학 기술자 및 시험원,1554,2.5,대졸,공학,,,충남,조작 및 통제 96,움직임 통제 92,설치 90
1777,K000000976,선박 정비원,812,운송장비 정비원,8122,3.9,전문대졸,공학,,,대구,작동 점검 82,고장의 발견.수리 81,유연성 및 균형 68
1778,K000001031,보일러 설치 및 정비원,811,기계장비 설치·정비원(운송장비 제외),8116,1.2,고졸,공학,,보일러취급기능사(국가기술),인천,설치 88,작동 점검 87,고장의 발견.수리 83
1779,K000000828,시멘트 및 광물제품 생산기계 조작원,826,비금속제품 생산기계 조작원,8263,1.6,전문대졸,인문,,"콘크리트 기능사, 산업기사, 기사(국가기술)",인천,장비 선정 99,작동 점검 94,움직임 통제 86
1780,K000000916,상하수도 처리장치 조작원,853,환경관련 장치 조작원,8531,1.7,대졸,자연,,환경기능사(국가기술),부산,안전과 보안 89,화학 85,조작 및 통제 83
1781,K000007461,응급구조사,307,보건·의료 종사자,3071,2.9,전문대졸,의약,응급구조학과,,부산,의료 95,반응시간과 속도 91,신체적 강인성 86
1782,K000001043,농업용·기타 기계장비 설치 및 정비원,811,기계장비 설치·정비원(운송장비 제외),8119,3.2,전문대졸,공학,,,서울,작동 점검 93,장비 선정 90,고장의 발견.수리 85
